frame	ulx	uly	urx	ury	lrx	lry	llx	lly
frame00341.jpg	353.55	260.22	545.74	250.90	545.46	345.22	353.53	363.20
frame00342.jpg	354.07	260.36	546.33	250.83	546.06	345.48	354.30	362.77
frame00343.jpg	353.55	260.80	546.25	251.36	545.85	344.81	354.92	362.47
frame00344.jpg	353.73	259.87	546.31	251.12	545.75	345.53	355.71	362.20
frame00345.jpg	353.59	259.98	546.54	251.19	545.22	345.40	355.97	362.19
frame00346.jpg	353.24	259.91	546.41	251.40	545.40	345.58	355.72	362.25
frame00347.jpg	352.76	260.61	546.56	251.03	545.72	345.35	356.98	361.71
frame00348.jpg	352.86	260.60	546.35	251.23	546.05	345.80	356.39	361.53
frame00349.jpg	352.94	260.78	546.15	251.01	545.27	345.74	356.77	361.69
frame00350.jpg	352.41	260.78	545.88	251.27	545.55	345.77	356.11	361.69
frame00351.jpg	352.27	259.91	545.75	250.97	545.13	346.06	355.60	362.01
frame00352.jpg	352.43	260.27	545.76	250.73	545.71	346.11	356.09	361.58
frame00353.jpg	352.04	259.66	545.58	250.82	545.26	345.76	355.36	361.51
frame00354.jpg	352.11	259.78	545.65	250.67	545.26	345.57	355.85	361.11
frame00355.jpg	352.46	258.99	545.71	250.54	545.36	345.51	355.20	360.36
frame00356.jpg	352.65	257.99	546.03	250.54	545.10	345.03	355.38	359.16
frame00357.jpg	353.14	257.87	546.23	250.47	545.50	344.84	354.82	358.24
frame00358.jpg	353.08	256.55	546.46	250.11	545.08	345.28	354.73	357.42
frame00359.jpg	353.26	257.30	546.26	250.37	545.66	344.82	353.98	356.97
frame00360.jpg	352.55	256.63	546.50	250.08	544.67	344.88	354.29	356.52
frame00361.jpg	352.41	257.26	545.65	250.73	544.22	344.87	354.50	356.40
frame00362.jpg	351.66	256.92	545.51	250.25	543.48	344.86	354.36	356.66
frame00363.jpg	351.45	256.90	545.64	250.30	543.12	344.77	353.42	356.48
frame00364.jpg	351.39	256.72	544.95	250.22	543.03	344.97	352.95	357.15
frame00365.jpg	350.58	256.63	545.24	250.21	542.65	344.90	353.69	356.96
frame00366.jpg	350.28	256.91	545.16	250.21	542.78	345.07	353.64	357.17
frame00367.jpg	350.49	256.95	544.99	250.38	542.24	344.84	354.14	357.39
frame00368.jpg	350.07	257.13	545.08	251.22	542.38	344.75	353.68	357.61
frame00369.jpg	350.64	257.19	545.28	250.73	542.53	344.92	354.32	358.04
frame00370.jpg	350.35	256.88	545.26	250.44	542.63	345.16	353.67	358.52
frame00371.jpg	350.40	256.95	545.21	249.93	542.83	344.86	353.36	358.61
frame00372.jpg	350.52	256.36	544.22	250.21	543.23	345.45	352.46	358.81
frame00373.jpg	351.12	256.93	544.31	250.53	543.98	345.45	350.96	359.06
frame00374.jpg	350.94	255.84	544.61	250.17	543.48	345.80	351.59	358.84
frame00375.jpg	351.17	255.06	546.02	249.92	543.83	346.28	352.74	358.35
frame00376.jpg	352.29	254.49	546.92	250.55	544.58	346.70	353.00	358.00
frame00377.jpg	352.52	253.10	548.68	249.45	544.57	346.97	354.68	357.52
frame00378.jpg	353.51	252.62	549.32	249.06	545.42	346.82	356.06	356.80
frame00379.jpg	354.27	252.55	549.64	249.56	545.50	346.70	357.17	355.09
frame00380.jpg	354.45	252.57	549.52	250.47	545.86	346.86	356.40	353.75
frame00381.jpg	355.44	252.90	549.38	251.61	546.15	346.78	355.85	352.84
frame00382.jpg	356.05	252.31	549.59	251.43	546.17	346.71	356.01	352.36
frame00383.jpg	356.65	251.96	550.21	250.91	546.18	346.62	356.97	351.96
frame00384.jpg	356.63	251.70	551.17	251.17	546.44	346.74	358.81	350.99
frame00385.jpg	357.13	252.74	551.99	252.18	546.78	346.65	361.11	349.08
frame00386.jpg	357.67	252.97	551.78	252.89	547.13	346.61	361.80	348.55
frame00387.jpg	357.07	251.56	551.69	251.45	546.39	345.89	361.86	348.65
frame00388.jpg	356.88	251.36	551.26	250.42	545.84	343.90	361.41	347.95
frame00389.jpg	357.25	251.09	550.54	248.33	545.26	342.20	361.53	347.92
frame00390.jpg	356.92	250.22	549.43	246.26	545.75	340.66	360.21	348.43
frame00391.jpg	356.82	249.93	548.09	245.44	545.54	339.02	359.35	347.85
frame00392.jpg	356.87	249.73	548.14	244.15	545.42	338.49	358.95	347.51
frame00393.jpg	356.72	248.92	547.78	245.49	544.55	338.99	357.93	347.23
frame00394.jpg	356.94	248.84	548.72	246.99	544.61	340.83	358.86	347.07
frame00395.jpg	357.26	248.82	549.39	249.87	543.98	343.67	358.51	347.01
frame00396.jpg	357.45	248.60	550.16	250.63	543.62	345.05	358.26	347.27
frame00397.jpg	357.57	249.81	550.86	251.42	545.02	345.33	358.49	347.18
frame00398.jpg	357.41	249.52	550.72	251.99	544.74	345.88	359.33	346.64
frame00399.jpg	356.96	250.51	550.19	252.33	544.93	345.40	359.87	345.82
frame00400.jpg	356.75	251.51	548.98	252.75	545.31	344.70	358.79	345.64
frame00401.jpg	355.91	251.36	548.87	252.46	544.85	344.08	359.73	345.08
frame00402.jpg	355.97	250.66	548.63	251.25	544.70	343.97	359.40	345.43
frame00403.jpg	355.34	250.36	548.30	250.31	545.22	342.81	358.77	345.52
frame00404.jpg	355.53	250.18	548.35	249.08	546.27	342.34	359.16	345.24
frame00405.jpg	354.96	249.22	548.06	247.36	545.99	341.09	359.39	345.14
frame00406.jpg	354.17	249.28	548.87	245.05	547.09	339.57	360.71	344.08
frame00407.jpg	352.68	248.12	549.15	243.01	547.39	337.82	361.67	343.32
frame00408.jpg	352.44	247.37	549.52	240.66	548.06	336.24	361.60	342.59
frame00409.jpg	352.02	246.19	550.23	238.19	549.21	334.68	362.96	341.04
frame00410.jpg	352.11	244.88	551.01	236.19	550.01	332.82	363.59	339.14
frame00411.jpg	352.55	243.03	552.19	234.47	550.72	331.44	363.90	337.13
frame00412.jpg	352.64	240.82	553.54	232.67	551.66	330.42	364.71	334.87
frame00413.jpg	352.98	238.55	554.68	231.37	552.64	329.10	364.60	332.39
frame00414.jpg	353.57	236.54	555.56	229.56	553.40	327.51	365.25	329.78
frame00415.jpg	354.07	233.85	556.85	226.93	554.92	325.85	365.73	327.40
frame00416.jpg	354.27	231.27	557.60	225.47	556.10	324.22	365.62	324.86
frame00417.jpg	354.64	228.57	559.11	223.01	557.19	322.95	366.92	322.34
frame00418.jpg	355.25	225.71	560.38	221.16	557.67	321.64	368.22	319.49
frame00419.jpg	356.26	223.94	560.95	219.85	559.48	320.37	368.63	316.84
frame00420.jpg	356.79	221.35	562.46	218.06	560.92	319.42	368.90	314.39
frame00421.jpg	357.44	219.14	563.56	217.19	561.34	318.34	369.93	311.75
frame00422.jpg	358.48	217.20	564.83	216.65	562.21	318.21	370.53	309.43
frame00423.jpg	359.11	214.95	565.89	216.68	562.37	318.30	371.14	307.13
frame00424.jpg	359.72	212.59	566.82	216.81	562.67	318.28	370.93	304.83
frame00425.jpg	360.48	209.58	567.87	216.53	562.25	318.34	371.63	302.25
frame00426.jpg	361.42	206.83	568.40	216.45	562.03	318.06	372.08	299.34
frame00427.jpg	362.33	203.87	569.46	215.65	561.76	318.06	372.30	296.61
frame00428.jpg	362.74	201.10	570.40	215.72	561.07	317.93	371.75	293.88
frame00429.jpg	363.65	198.67	570.16	216.22	560.38	317.94	371.63	291.18
frame00430.jpg	364.09	196.41	570.20	217.04	558.89	318.11	371.82	288.62
frame00431.jpg	363.86	194.02	569.93	218.04	557.44	318.63	370.98	286.31
frame00432.jpg	363.80	192.99	569.14	219.28	555.96	318.96	369.69	284.69
frame00433.jpg	363.81	192.10	568.62	220.60	555.10	320.46	368.93	283.54
frame00434.jpg	363.35	191.13	568.63	222.61	553.24	321.52	368.18	282.76
frame00435.jpg	363.22	190.63	568.36	224.35	551.96	322.43	367.11	282.08
frame00436.jpg	363.23	190.60	568.46	226.19	550.99	323.25	366.76	281.59
frame00437.jpg	363.56	191.41	568.51	227.72	550.99	324.14	366.15	281.80
frame00438.jpg	364.37	193.15	568.73	230.36	552.18	326.74	366.19	282.26
frame00439.jpg	365.42	194.95	569.97	234.48	551.95	330.26	366.01	283.71
frame00440.jpg	366.59	196.48	570.53	239.87	550.46	334.13	366.68	285.25
frame00441.jpg	367.69	198.90	571.24	245.95	550.36	338.53	367.30	287.06
frame00442.jpg	369.57	201.30	572.47	251.72	550.59	343.21	368.07	288.93
frame00443.jpg	371.55	203.50	574.46	256.33	551.08	347.23	369.45	291.12
frame00444.jpg	374.13	205.18	576.53	260.20	552.36	350.45	371.00	292.13
frame00445.jpg	376.11	206.11	578.41	262.42	554.10	352.67	372.90	293.00
frame00446.jpg	377.88	206.91	580.21	264.57	555.51	354.92	373.33	293.66
frame00447.jpg	379.40	207.07	580.81	266.48	555.62	356.24	373.55	294.41
frame00448.jpg	380.79	206.05	582.62	267.15	555.58	357.31	373.66	295.02
frame00449.jpg	382.04	206.12	583.51	267.53	556.86	357.89	373.67	294.86
frame00450.jpg	382.63	205.86	584.81	267.27	557.90	358.02	374.58	294.45
frame00451.jpg	383.71	205.32	585.71	266.96	558.08	357.96	375.28	294.19
frame00452.jpg	384.00	205.16	586.20	266.96	558.77	357.68	375.38	293.42
frame00453.jpg	383.93	204.37	586.52	266.33	558.55	357.21	375.27	293.31
frame00454.jpg	383.53	204.00	586.02	266.53	558.07	356.57	374.53	293.07
frame00455.jpg	383.32	204.03	586.49	266.59	558.00	356.64	374.49	293.05
frame00456.jpg	382.70	204.45	586.09	266.51	557.91	356.86	374.27	293.55
frame00457.jpg	382.25	204.84	586.06	266.23	557.96	357.10	374.12	294.01
frame00458.jpg	381.96	205.44	585.23	266.47	557.88	357.22	372.73	294.31
frame00459.jpg	380.81	205.66	585.06	266.27	557.24	356.77	372.70	294.87
frame00460.jpg	380.24	205.75	584.74	266.01	556.70	356.92	372.14	295.14
frame00461.jpg	379.83	206.22	583.91	265.91	556.64	357.06	371.52	294.84
frame00462.jpg	379.02	206.25	582.86	265.37	556.09	356.52	370.89	295.21
frame00463.jpg	378.22	205.99	582.36	264.97	555.48	356.55	370.22	295.64
frame00464.jpg	377.85	206.57	581.61	265.04	555.18	356.46	369.76	295.71
frame00465.jpg	377.15	206.12	581.20	264.63	554.13	356.30	369.48	295.95
frame00466.jpg	376.40	206.34	580.35	264.03	553.33	355.77	369.47	295.83
frame00467.jpg	375.56	206.14	578.72	263.80	552.85	355.42	368.56	295.50
frame00468.jpg	375.17	206.16	577.69	263.31	551.94	354.93	368.69	295.50
frame00469.jpg	374.77	206.37	577.72	263.16	552.09	355.00	368.91	295.73
frame00470.jpg	375.04	206.78	577.17	263.20	552.09	355.60	368.71	296.63
frame00471.jpg	374.90	207.94	577.12	263.81	552.67	356.20	368.96	297.37
frame00472.jpg	374.90	208.85	577.61	263.77	552.97	356.81	368.87	298.31
frame00473.jpg	374.52	210.01	577.37	263.60	553.31	356.79	368.76	299.56
frame00474.jpg	374.54	211.19	576.98	263.27	553.80	356.67	368.55	300.16
frame00475.jpg	373.83	211.64	576.99	263.34	553.89	356.54	368.95	300.75
frame00476.jpg	373.57	212.26	577.06	263.98	553.98	356.56	369.35	301.13
frame00477.jpg	373.94	212.67	577.21	264.49	553.79	356.58	370.70	301.49
frame00478.jpg	373.95	213.57	577.44	265.10	554.67	356.48	371.24	301.62
frame00479.jpg	374.39	214.65	577.94	265.38	555.50	357.20	370.74	302.36
frame00480.jpg	374.30	215.16	578.10	265.60	555.78	357.33	371.08	302.86
frame00481.jpg	374.47	214.90	578.18	265.68	555.39	357.62	370.36	303.53
frame00482.jpg	374.24	215.11	578.47	265.12	555.45	357.84	369.71	304.27
frame00483.jpg	374.32	214.78	577.77	265.23	555.20	358.04	368.32	304.04
frame00484.jpg	373.37	213.70	578.15	264.74	553.87	357.38	368.82	303.90
frame00485.jpg	373.31	213.68	577.49	264.69	553.87	357.42	368.52	303.67
frame00486.jpg	373.26	213.95	577.39	264.18	553.98	357.40	367.78	303.54
frame00487.jpg	372.73	213.45	576.96	264.14	553.74	357.19	367.00	303.00
frame00488.jpg	372.30	212.56	576.39	263.61	552.66	356.62	367.24	303.02
frame00489.jpg	372.09	212.72	576.10	263.71	552.63	356.65	366.97	302.66
frame00490.jpg	372.23	212.88	575.80	263.51	552.56	356.43	366.68	302.68
frame00491.jpg	371.89	212.58	576.06	263.36	552.65	356.49	366.66	302.32
frame00492.jpg	371.71	212.70	575.72	263.35	552.37	356.37	366.44	302.29
frame00493.jpg	371.33	212.64	575.16	263.31	552.06	355.96	366.45	302.13
frame00494.jpg	371.40	212.75	575.20	262.93	552.19	355.90	366.23	301.91
frame00495.jpg	371.41	212.46	574.88	262.44	551.96	355.61	366.01	301.78
frame00496.jpg	370.96	212.03	574.50	261.97	552.11	355.33	365.84	301.45
frame00497.jpg	371.05	211.91	574.84	261.68	551.89	354.89	365.99	301.10
frame00498.jpg	370.90	211.34	574.66	261.05	551.56	354.59	365.88	301.16
frame00499.jpg	371.22	211.69	574.38	261.24	551.87	354.80	365.90	301.02
frame00500.jpg	370.99	211.38	574.23	261.21	551.00	354.37	365.90	301.01
frame00501.jpg	371.02	210.84	574.28	261.27	550.80	354.60	365.69	300.91
frame00502.jpg	370.93	210.87	574.66	261.27	550.98	354.71	366.10	300.80
frame00503.jpg	370.48	210.87	574.23	261.30	550.79	354.37	366.08	300.93
frame00504.jpg	370.72	210.72	573.98	261.17	550.98	354.74	365.04	300.93
frame00505.jpg	370.40	210.64	573.63	261.06	550.48	354.26	365.50	300.84
frame00506.jpg	370.48	210.52	573.90	260.90	550.80	354.51	365.19	300.57
frame00507.jpg	370.49	210.22	573.52	260.70	550.20	354.08	365.09	300.66
frame00508.jpg	370.83	210.79	573.83	260.45	551.07	354.46	365.13	300.65
frame00509.jpg	370.72	210.61	573.99	260.83	550.91	354.15	365.54	300.39
frame00510.jpg	371.38	210.84	574.12	261.08	551.52	354.56	365.34	300.39
frame00511.jpg	371.48	210.32	574.44	260.79	551.43	354.41	365.61	300.46
frame00512.jpg	371.58	210.36	574.72	260.88	551.53	354.20	365.83	300.36
frame00513.jpg	371.74	210.13	574.33	261.05	551.57	354.32	365.86	300.13
frame00514.jpg	371.61	210.09	574.61	261.02	551.22	353.99	366.25	300.11
frame00515.jpg	371.69	210.00	574.86	261.11	551.51	354.03	366.09	299.80
frame00516.jpg	372.09	209.53	575.03	260.76	550.85	353.86	366.71	299.89
frame00517.jpg	372.22	209.65	575.27	260.64	551.45	353.97	366.69	299.79
frame00518.jpg	372.81	209.41	575.67	260.86	552.07	354.36	366.66	299.14
frame00519.jpg	373.13	209.19	575.33	260.94	551.63	353.99	367.07	299.09
frame00520.jpg	373.52	209.32	576.12	260.81	552.60	354.42	367.46	298.98
frame00521.jpg	373.78	208.52	576.37	260.71	551.85	354.15	367.78	298.87
frame00522.jpg	373.82	209.03	576.37	260.82	552.57	354.32	367.95	298.75
frame00523.jpg	374.03	208.87	576.20	260.84	552.36	354.14	367.74	298.71
frame00524.jpg	373.95	207.95	576.36	260.47	551.69	354.01	367.95	298.70
frame00525.jpg	374.02	208.33	576.10	260.98	552.38	354.19	367.35	298.33
frame00526.jpg	373.94	208.19	576.42	260.71	551.91	354.06	367.85	298.60
frame00527.jpg	373.76	208.40	575.96	260.97	552.06	354.16	367.69	298.56
frame00528.jpg	374.22	209.24	576.27	260.68	552.55	354.30	367.93	298.66
frame00529.jpg	373.69	208.66	575.75	260.90	552.19	354.14	367.71	298.67
frame00530.jpg	373.95	208.55	576.21	260.50	551.98	354.35	367.95	298.74
frame00531.jpg	373.53	208.32	576.44	260.36	551.89	354.33	367.73	298.81
frame00532.jpg	373.74	208.04	576.08	260.25	550.91	353.89	367.98	298.71
frame00533.jpg	373.76	208.27	575.78	260.48	551.73	354.56	367.28	298.67
frame00534.jpg	373.43	208.43	575.37	260.57	551.46	354.24	367.21	298.64
frame00535.jpg	373.14	208.63	574.93	261.04	551.54	354.35	366.86	298.58
frame00536.jpg	372.91	208.71	574.70	261.25	551.17	354.20	366.97	298.70
frame00537.jpg	372.98	208.51	574.59	261.13	550.93	354.21	367.12	298.82
frame00538.jpg	373.06	208.66	574.68	261.04	551.52	354.76	366.79	299.20
frame00539.jpg	373.64	209.26	575.25	261.17	552.19	355.15	367.65	298.86
frame00540.jpg	373.64	209.52	575.35	261.22	552.38	355.15	367.96	298.95
frame00541.jpg	373.82	209.64	575.44	261.16	552.38	355.10	367.79	299.16
frame00542.jpg	373.71	209.09	575.25	261.06	551.77	354.78	368.08	299.13
frame00543.jpg	373.72	209.34	574.78	261.08	551.92	354.61	367.36	299.20
frame00544.jpg	373.31	209.03	574.72	260.85	551.68	354.39	367.67	299.17
frame00545.jpg	373.15	208.74	575.07	260.46	551.34	354.47	368.01	298.98
frame00546.jpg	372.93	208.30	574.52	260.40	550.36	353.85	367.57	298.80
frame00547.jpg	372.74	208.35	573.85	259.84	550.85	353.90	366.95	298.68
frame00548.jpg	372.19	208.06	573.70	259.55	549.89	353.24	367.07	298.81
frame00549.jpg	372.05	208.63	573.55	259.70	550.60	353.51	367.05	298.37
frame00550.jpg	371.89	208.55	573.68	259.79	550.41	353.58	366.57	298.52
frame00551.jpg	371.73	208.49	573.25	259.67	549.95	353.57	366.05	299.01
frame00552.jpg	371.57	208.76	573.02	259.92	550.16	353.63	365.87	299.13
frame00553.jpg	371.73	209.49	573.38	259.94	550.52	353.92	366.21	299.43
frame00554.jpg	371.33	209.57	573.02	260.36	550.69	353.97	366.06	299.56
frame00555.jpg	371.10	209.26	573.26	260.10	550.17	353.82	366.34	299.91
frame00556.jpg	370.94	209.88	573.27	260.08	550.51	353.84	366.15	300.01
frame00557.jpg	371.03	209.50	573.04	259.96	550.29	353.86	366.08	300.11
frame00558.jpg	370.94	209.58	572.82	259.99	550.53	353.82	366.02	300.05
frame00559.jpg	371.11	209.56	573.27	260.04	550.37	353.61	366.21	299.78
frame00560.jpg	371.30	209.57	573.91	259.75	550.62	353.79	366.71	299.82
frame00561.jpg	371.46	209.77	573.57	259.94	551.03	353.60	366.19	299.68
frame00562.jpg	371.70	209.29	573.60	259.88	550.97	353.75	366.37	299.17
frame00563.jpg	371.79	209.26	573.82	259.92	550.93	353.51	366.58	299.00
frame00564.jpg	371.78	208.70	573.69	259.78	550.16	353.20	366.92	299.11
frame00565.jpg	372.12	208.68	573.82	259.80	550.50	353.37	366.86	299.18
frame00566.jpg	372.50	209.14	574.21	260.13	551.39	353.81	367.04	299.10
frame00567.jpg	372.55	208.42	574.33	260.36	550.99	353.85	367.06	299.28
frame00568.jpg	372.74	208.76	574.85	260.49	551.63	354.23	367.77	299.35
frame00569.jpg	373.51	208.72	574.93	260.63	551.55	354.49	367.50	299.34
frame00570.jpg	373.73	209.04	574.80	261.04	551.98	354.56	367.58	299.05
frame00571.jpg	373.50	208.69	575.05	260.77	551.48	353.99	368.02	299.09
frame00572.jpg	373.50	208.26	575.15	260.79	551.46	354.20	367.78	299.17
frame00573.jpg	373.78	208.27	575.06	260.60	551.38	354.33	367.87	299.28
frame00574.jpg	373.49	208.08	575.03	260.79	551.26	354.28	367.99	299.27
frame00575.jpg	373.63	208.12	574.58	261.20	550.77	354.95	367.60	299.29
frame00576.jpg	373.66	208.22	574.38	261.56	550.71	355.55	367.45	299.28
frame00577.jpg	373.39	208.01	573.69	261.64	550.45	355.63	367.38	299.34
frame00578.jpg	373.33	208.16	573.46	261.74	550.40	355.75	367.88	299.28
frame00579.jpg	373.03	208.56	572.79	261.58	550.50	355.75	367.83	299.46
frame00580.jpg	372.83	209.21	572.87	260.82	550.82	355.58	368.21	299.86
frame00581.jpg	372.27	209.57	572.77	260.45	550.39	355.21	367.90	300.36
frame00582.jpg	371.29	209.79	571.88	260.22	550.38	354.80	367.06	300.82
frame00583.jpg	370.26	209.76	571.71	259.09	550.06	354.34	367.36	301.40
frame00584.jpg	369.52	210.32	571.17	258.26	550.66	354.08	367.09	301.57
frame00585.jpg	368.53	210.85	569.83	257.45	550.78	352.89	366.42	302.03
frame00586.jpg	367.70	210.61	570.07	255.36	550.58	351.60	366.57	302.43
frame00587.jpg	367.11	210.19	569.78	253.59	550.83	350.79	366.36	302.65
frame00588.jpg	366.62	210.40	569.42	252.55	550.84	349.68	366.38	302.73
frame00589.jpg	366.21	210.58	568.91	251.27	551.14	348.60	366.15	302.66
frame00590.jpg	365.27	210.28	568.76	249.38	551.08	347.23	366.04	303.18
frame00591.jpg	365.25	210.52	568.36	248.00	551.63	346.68	365.61	303.59
frame00592.jpg	364.67	210.72	568.05	246.94	551.84	345.48	365.11	303.73
frame00593.jpg	364.16	210.95	567.89	245.48	551.98	344.29	365.42	303.80
frame00594.jpg	363.79	210.22	568.21	243.39	551.98	343.05	365.58	303.99
frame00595.jpg	363.61	210.20	567.94	241.75	552.43	341.88	365.34	304.17
frame00596.jpg	362.98	209.82	567.90	240.26	552.52	340.11	364.76	304.15
frame00597.jpg	363.11	210.12	567.50	238.01	553.51	337.91	364.68	304.31
frame00598.jpg	362.98	210.24	567.96	235.08	553.96	335.04	364.77	304.42
frame00599.jpg	362.38	209.89	568.26	232.50	554.48	332.73	365.08	304.81
frame00600.jpg	362.57	210.48	568.19	230.44	554.61	330.49	365.09	305.34
frame00601.jpg	362.19	210.42	568.59	228.33	554.59	328.73	365.40	306.10
frame00602.jpg	361.16	210.08	569.30	227.22	553.15	327.04	365.76	306.91
frame00603.jpg	360.61	209.76	568.79	226.05	551.82	325.93	364.68	308.26
frame00604.jpg	360.04	211.02	567.56	225.84	551.99	325.10	363.29	309.05
frame00605.jpg	359.63	211.80	566.48	225.28	550.76	324.39	362.11	310.12
frame00606.jpg	358.24	212.28	565.25	224.20	550.24	324.37	360.48	311.76
frame00607.jpg	358.26	214.33	563.42	224.08	550.76	324.28	359.71	312.67
frame00608.jpg	356.64	213.89	562.81	222.71	550.03	324.80	357.13	314.91
frame00609.jpg	355.58	215.04	561.34	222.18	549.88	324.28	357.93	315.90
frame00610.jpg	354.33	215.15	561.06	220.47	549.48	324.08	357.86	317.47
frame00611.jpg	353.94	217.71	559.92	219.87	550.55	323.28	358.45	318.48
frame00612.jpg	352.68	217.95	559.35	219.45	550.32	323.29	358.93	319.57
frame00613.jpg	351.74	219.77	558.98	219.63	549.77	323.95	359.10	320.82
frame00614.jpg	350.47	220.03	558.32	220.70	548.50	325.96	358.26	322.02
frame00615.jpg	350.32	221.84	557.45	221.78	548.42	326.86	358.49	322.67
frame00616.jpg	349.97	222.20	556.87	222.83	548.03	327.24	358.24	323.53
frame00617.jpg	350.96	224.48	556.88	223.33	549.63	327.30	357.45	324.84
frame00618.jpg	350.90	224.69	556.79	223.51	549.04	327.17	357.96	325.95
frame00619.jpg	351.77	226.74	557.06	223.57	551.07	327.05	358.02	327.24
frame00620.jpg	352.47	228.36	558.02	223.49	552.37	327.00	359.43	328.24
frame00621.jpg	352.16	229.48	557.85	223.82	553.04	326.93	360.19	329.73
frame00622.jpg	352.43	231.42	557.73	223.81	553.87	326.78	360.21	331.29
frame00623.jpg	351.34	231.96	557.47	223.31	553.90	326.40	360.60	332.40
frame00624.jpg	351.57	233.72	557.09	223.11	554.74	326.60	361.08	333.42
frame00625.jpg	350.92	234.65	556.58	222.86	554.82	326.71	360.26	335.31
frame00626.jpg	350.76	235.75	556.66	222.70	555.34	326.84	360.43	336.54
frame00627.jpg	350.69	236.52	556.65	222.89	555.88	327.10	360.19	337.70
frame00628.jpg	350.98	237.29	556.18	223.17	556.46	327.60	359.87	338.98
frame00629.jpg	351.28	238.12	555.24	224.08	557.41	328.22	356.53	341.89
frame00630.jpg	351.24	238.50	555.24	225.00	557.38	329.17	355.02	343.56
frame00631.jpg	351.81	239.23	554.78	226.01	557.41	330.37	354.45	344.91
frame00632.jpg	351.54	239.84	554.80	226.59	557.34	331.19	354.33	345.83
frame00633.jpg	351.36	240.18	554.56	227.17	556.79	332.23	353.87	345.77
frame00634.jpg	350.42	239.62	554.04	228.17	555.33	334.07	352.28	345.82
frame00635.jpg	349.49	239.61	553.47	229.81	554.14	336.19	350.06	345.82
frame00636.jpg	348.43	239.32	552.61	232.49	551.71	338.38	348.05	346.09
frame00637.jpg	348.18	239.45	552.39	234.08	550.73	340.32	347.19	346.28
frame00638.jpg	347.94	240.69	552.00	235.97	550.67	341.53	346.22	346.75
frame00639.jpg	348.27	241.04	552.49	236.68	550.56	341.51	346.04	346.90
frame00640.jpg	348.60	241.16	552.90	236.26	551.07	340.99	347.55	347.30
frame00641.jpg	349.00	241.39	552.93	235.85	551.67	340.34	348.41	347.77
frame00642.jpg	349.37	241.40	553.31	234.83	551.81	339.58	349.68	347.66
frame00643.jpg	349.72	242.24	553.61	233.91	553.11	338.60	350.83	348.22
frame00644.jpg	349.91	243.44	553.78	233.17	554.40	337.88	352.11	349.61
frame00645.jpg	350.71	244.94	554.62	232.31	556.05	337.21	353.88	350.95
frame00646.jpg	351.37	246.82	555.30	231.82	558.00	336.99	355.97	352.24
frame00647.jpg	351.48	248.09	556.07	231.99	558.77	336.55	357.04	353.77
frame00648.jpg	351.48	249.07	556.39	232.47	559.68	336.61	357.03	355.65
frame00649.jpg	351.28	249.20	556.73	232.89	560.10	337.30	357.39	356.69
frame00650.jpg	351.31	249.17	556.86	233.83	560.00	337.66	356.13	357.64
frame00651.jpg	350.85	248.47	556.68	234.32	559.41	338.06	355.70	357.89
frame00652.jpg	351.06	248.53	556.61	234.77	559.63	338.76	355.45	357.85
frame00653.jpg	350.80	248.08	556.30	235.37	560.02	339.57	354.25	358.67
frame00654.jpg	350.52	248.74	556.05	235.91	560.37	340.06	353.42	359.64
frame00655.jpg	349.72	249.32	555.97	236.32	560.23	340.69	353.59	359.98
frame00656.jpg	349.28	250.39	555.25	236.40	560.27	341.20	353.32	361.42
frame00657.jpg	348.69	251.61	555.04	236.18	561.27	341.06	353.87	363.08
frame00658.jpg	348.90	251.78	555.51	235.58	562.71	340.82	353.58	363.14
frame00659.jpg	349.42	251.04	555.80	234.57	562.45	339.93	354.94	361.74
frame00660.jpg	349.26	249.22	555.98	233.79	562.34	339.28	354.72	360.16
frame00661.jpg	349.29	247.55	556.52	233.01	561.97	339.11	354.07	358.94
frame00662.jpg	349.40	246.38	556.96	232.92	561.08	339.20	353.96	357.96
frame00663.jpg	349.63	246.39	557.27	232.82	561.82	339.40	354.76	357.65
frame00664.jpg	350.57	246.44	558.07	233.27	562.64	339.84	354.99	358.31
frame00665.jpg	351.46	247.62	558.87	234.09	563.50	339.48	355.66	359.78
frame00666.jpg	353.65	248.80	560.22	234.08	564.93	339.89	357.77	360.13
frame00667.jpg	354.30	250.35	561.21	235.12	565.82	340.57	358.28	361.44
frame00668.jpg	354.67	253.19	561.49	237.64	565.90	341.91	358.61	362.75
frame00669.jpg	354.13	254.51	561.14	238.99	565.00	343.47	358.50	363.83
frame00670.jpg	353.99	254.84	561.13	240.32	563.61	344.91	358.76	363.91
frame00671.jpg	353.82	255.57	561.15	241.09	563.77	345.55	357.99	365.10
frame00672.jpg	354.60	256.01	561.33	241.74	564.48	346.44	358.55	364.81
frame00673.jpg	354.96	256.43	561.22	242.04	564.80	346.10	358.55	365.40
frame00674.jpg	355.07	256.83	561.49	241.71	565.01	345.71	359.51	365.54
frame00675.jpg	355.05	256.97	561.49	241.06	565.87	345.70	359.74	365.90
frame00676.jpg	355.02	257.57	561.57	240.70	566.45	345.31	360.88	366.24
frame00677.jpg	355.23	257.82	562.03	239.64	567.53	344.61	361.92	367.09
frame00678.jpg	355.61	258.35	562.31	238.72	569.01	343.87	362.95	367.99
frame00679.jpg	355.66	259.07	562.40	238.25	569.75	343.03	364.21	368.41
frame00680.jpg	355.76	259.68	562.65	237.76	570.28	343.00	365.21	368.85
